,enmo,n,mg,temp,batt,light
2026-08-31 03:12:00,0.00014590135024118866,1484,0.14590135024118867,34.66796875,4.125,195.0
2026-08-31 03:13:00,0.000563073722619552,1505,0.5630737226195519,34.80318509615385,4.125,195.07692307692307
2026-08-31 03:14:00,0.0001190389140264073,1484,0.1190389140264073,34.9609375,4.125,195.08333333333334
2026-08-31 03:15:00,9.471765315200937e-06,1480,0.009471765315200937,35.05108173076923,4.125,195.07692307692307
2026-08-31 03:16:00,1.2929921436493923e-05,1507,0.012929921436493923,35.205078125,4.125,195.0
2026-08-31 03:17:00,6.059903091061271e-05,1482,0.060599030910612715,35.25390625,4.125,195.0
2026-08-31 03:18:00,0.00027766112960071884,1480,0.2776611296007188,35.34405048076923,4.125,195.0
2026-08-31 03:19:00,0.0011328689210439735,1505,1.1328689210439735,35.546875,4.125,195.08333333333334
2026-08-31 03:20:00,0.0014809515279234175,1480,1.4809515279234176,35.56941105769231,4.124549278846154,195.0
2026-08-31 03:21:00,0.0012633119420562022,1505,1.2633119420562022,35.64453125,4.125,195.0
2026-08-31 03:22:00,0.001006310475465602,1480,1.006310475465602,35.72716346153846,4.125,195.0
2026-08-31 03:23:00,0.001065634317453537,1480,1.065634317453537,35.83984375,4.125,194.83333333333334
2026-08-31 03:24:00,5.803197160447564e-05,1505,0.05803197160447564,35.83984375,4.125,195.0
2026-08-31 03:25:00,4.363282949421309e-06,1478,0.004363282949421309,35.83984375,4.124549278846154,195.07692307692307
2026-08-31 03:26:00,3.065209576954298e-05,1505,0.030652095769542982,35.83984375,4.125,195.0
2026-08-31 03:27:00,1.236013300035116e-05,1478,0.01236013300035116,35.83984375,4.125,194.84615384615384
2026-08-31 03:28:00,3.291182044490154e-06,1480,0.003291182044490154,35.83984375,4.125,195.0
2026-08-31 03:29:00,4.285004783551292e-06,1505,0.004285004783551292,35.7666015625,4.12353515625,195.0
2026-08-31 03:30:00,2.1174987005705015e-05,1478,0.021174987005705016,35.68209134615385,4.124549278846154,194.92307692307693
2026-08-31 03:31:00,1.0758027276369136e-05,1505,0.010758027276369136,35.6689453125,4.12451171875,195.08333333333334
2026-08-31 03:32:00,1.349379153677202e-05,1480,0.01349379153677202,35.59194711538461,4.124549278846154,194.92307692307693
2026-08-31 03:33:00,2.9649348668637565e-05,1480,0.029649348668637564,35.595703125,4.125,195.0
2026-08-31 03:34:00,0.0009062395213400542,1505,0.9062395213400543,35.5224609375,4.125,194.91666666666666
2026-08-31 03:35:00,0.002543610961178577,1480,2.543610961178577,35.546875,4.125,195.07692307692307
2026-08-31 03:36:00,0.0012917890990007327,1507,1.2917890990007328,35.546875,4.125,194.91666666666666
2026-08-31 03:37:00,0.016012514539871313,1478,16.01251453987131,35.546875,4.125,194.6153846153846
2026-08-31 03:38:00,0.017564595503197795,1480,17.564595503197793,35.64453125,4.125,194.66666666666666
2026-08-31 03:39:00,0.020958140425725073,1505,20.958140425725073,35.81730769230769,4.124549278846154,194.76923076923077
2026-08-31 03:40:00,0.021787220994945337,1478,21.787220994945336,35.83984375,4.125,194.91666666666666
2026-08-31 03:41:00,0.022747758505353374,1505,22.747758505353374,35.83984375,4.125,194.91666666666666
2026-08-31 03:42:00,0.021577291737771852,1478,21.57729173777185,35.90745192307692,4.124549278846154,194.92307692307693
2026-08-31 03:43:00,0.019669303445451376,1503,19.669303445451376,36.0107421875,4.12451171875,194.91666666666666
2026-08-31 03:44:00,0.019727375305943293,1478,19.727375305943294,36.04266826923077,4.123197115384615,194.6153846153846
2026-08-31 03:45:00,0.018034284373704593,1478,18.034284373704594,36.1328125,4.125,194.91666666666666
2026-08-31 03:46:00,0.016526168555784433,1503,16.526168555784434,36.1328125,4.12353515625,194.66666666666666
2026-08-31 03:47:00,0.016658779220385708,1478,16.658779220385707,36.1328125,4.1240985576923075,194.46153846153845
2026-08-31 03:48:00,0.019515359996219422,1503,19.515359996219424,36.1572265625,4.125,194.58333333333334
2026-08-31 03:49:00,0.022081262635731732,1476,22.081262635731733,36.22295673076923,4.123647836538462,194.76923076923077
2026-08-31 03:50:00,0.018822972088169403,1503,18.822972088169404,36.328125,4.12451171875,194.75
2026-08-31 03:51:00,0.0185389309218439,1478,18.5389309218439,36.38070913461539,4.1240985576923075,194.76923076923077
2026-08-31 03:52:00,0.01757116357026677,1501,17.57116357026677,36.42578125,4.1240234375,194.75
2026-08-31 03:53:00,0.015257834549039685,1478,15.257834549039686,36.4501953125,4.123046875,194.91666666666666
2026-08-31 03:54:00,0.015478975760601798,1499,15.478975760601797,36.44831730769231,4.122295673076923,194.69230769230768
2026-08-31 03:55:00,0.016145407739815622,1478,16.14540773981562,36.4501953125,4.12353515625,194.33333333333334
2026-08-31 03:56:00,0.015288347715659838,1499,15.288347715659837,36.4990234375,4.1220703125,194.58333333333334
